Sus_Ochiai:
(79, 0.38818157028232203)
(72, 0.3446278114803676)
(73, 0.23108019874586222)
(81, 0.17804574744833992)
(126, 0.1513825177048746)
(166, 0.14245072057454744)
(167, 0.14245072057454744)
(127, 0.1335222864260769)
(138, 0.1323477372941411)
(141, 0.1323477372941411)
(135, 0.12086452635798359)
(133, 0.1114241889678053)
(164, 0.0842423539174232)
(148, 0.08349161141199976)
(158, 0.08349161141199976)
(171, 0.08349161141199976)
(159, 0.0827091048186383)
(160, 0.0827091048186383)
(161, 0.0827091048186383)
(162, 0.0827091048186383)
(163, 0.0827091048186383)
(165, 0.0827091048186383)
(168, 0.0827091048186383)
(169, 0.0827091048186383)
(50, 0.0)
(51, 0.0)
(52, 0.0)
(53, 0.0)
(56, 0)
(58, 0.0)
(61, 0.0)
(63, 0)
(90, 0)
(91, 0.0)
(93, 0.0)
(99, 0)
(104, 0)
(109, 0.0)
(112, 0.0)
(118, 0)
(119, 0.0)
(120, 0.0)
(122, 0.0)
(124, 0)
(128, 0.0)
(172, 0.0)

Sus_Op2:
(79, 10.961201501877346)
(72, 10.877972465581978)
(73, 10.877972465581978)
(81, 10.789737171464331)
(126, 10.706508135168962)
(127, 10.620775969962454)
(138, 10.61389236545682)
(141, 10.61389236545682)
(135, 10.53566958698373)
(133, 10.45244055068836)
(164, 10.0369211514393)
(148, 10.019399249061326)
(158, 10.019399249061326)
(171, 10.019399249061326)
(159, 10.000625782227784)
(160, 10.000625782227784)
(161, 10.000625782227784)
(162, 10.000625782227784)
(163, 10.000625782227784)
(165, 10.000625782227784)
(166, 10.000625782227784)
(167, 10.000625782227784)
(168, 10.000625782227784)
(169, 10.000625782227784)
(50, 0.0)
(56, 0.0)
(58, 0.0)
(63, 0.0)
(90, 0.0)
(93, 0.0)
(99, 0.0)
(104, 0.0)
(109, 0.0)
(118, 0.0)
(120, 0.0)
(122, 0.0)
(124, 0.0)
(128, 0.0)
(172, 0.0)
(119, -0.006257822277847309)
(51, -0.025657071339173967)
(52, -0.04380475594493116)
(61, -0.05381727158948686)
(53, -0.05506883604505632)
(91, -0.06320400500625782)
(112, -0.06382978723404255)

Sus_Tarantula:
(72, 0.9699362283631946)
(79, 0.9626280892103677)
(73, 0.8911830357142858)
(81, 0.826176927056389)
(126, 0.7729912875121007)
(166, 0.7682316721185299)
(167, 0.7682316721185299)
(127, 0.7249205628688152)
(138, 0.7213188798554652)
(141, 0.7213188798554652)
(135, 0.6827704147071398)
(133, 0.6460355987055016)
(148, 0.5150188887865106)
(164, 0.5092474489795918)
(158, 0.5047408343868521)
(171, 0.5047408343868521)
(159, 0.5)
(160, 0.5)
(161, 0.5)
(162, 0.5)
(163, 0.5)
(165, 0.5)
(168, 0.5)
(169, 0.5)
(50, 0.0)
(51, 0.0)
(52, 0.0)
(53, 0.0)
(56, 0)
(58, 0.0)
(61, 0.0)
(63, 0)
(90, 0)
(91, 0.0)
(93, 0.0)
(99, 0)
(104, 0)
(109, 0.0)
(112, 0.0)
(118, 0)
(119, 0.0)
(120, 0.0)
(122, 0.0)
(124, 0)
(128, 0.0)
(172, 0.0)

Sus_Dstar3:
(79, 21.467741935483872)
(72, 13.254545454545454)
(73, 6.825641025641025)
(81, 3.9613095238095237)
(126, 2.837953091684435)
(166, 2.277904328018223)
(167, 2.277904328018223)
(127, 2.1963696369636962)
(138, 2.157212317666126)
(141, 2.157212317666126)
(135, 1.7938005390835579)
(133, 1.5211428571428571)
(164, 0.8648473034437947)
(148, 0.8493937460114869)
(158, 0.8493937460114869)
(171, 0.8493937460114869)
(159, 0.8334376956793988)
(160, 0.8334376956793988)
(161, 0.8334376956793988)
(162, 0.8334376956793988)
(163, 0.8334376956793988)
(165, 0.8334376956793988)
(168, 0.8334376956793988)
(169, 0.8334376956793988)
(50, 0.0)
(51, 0.0)
(52, 0.0)
(53, 0.0)
(56, 0.0)
(58, 0.0)
(61, 0.0)
(63, 0.0)
(90, 0.0)
(91, 0.0)
(93, 0.0)
(99, 0.0)
(104, 0.0)
(109, 0.0)
(112, 0.0)
(118, 0.0)
(119, 0.0)
(120, 0.0)
(122, 0.0)
(124, 0.0)
(128, 0.0)
(172, 0.0)

Sus_GP13:
(79, 11.075342465753424)
(72, 11.026699029126215)
(73, 11.026699029126215)
(81, 11.015850144092218)
(126, 11.011458333333334)
(127, 11.008914100486223)
(138, 11.008757961783438)
(141, 11.008757961783438)
(135, 11.00730411686587)
(133, 11.006207674943568)
(164, 11.003548387096773)
(148, 11.003485424588085)
(158, 11.003485424588085)
