141,167
138,160
52,141
63,128
112,172
99,135
91,158
79,162
61,120
109,122
73,90
81,99
81,160
99,166
112,171
136,171
73,124
61,168
128,133
52,72
122,165
126,171
81,158
61,148
127,162
73,169
56,138
97,112
52,118
122,168
120,160
81,91
90,136
118,159
126,168
58,97
148,161
50,161
128,158
120,128
51,126
128,172
56,93
53,58
119,166
81,171
63,91
99,167
134,161
79,138
167,169
58,165
52,63
124,160
97,136
56,135
72,161
52,90
50,161
52,63
75,93
97,162
73,164
79,135
81,168
51,169
72,112
72,148
56,91
118,166
160,167
51,112
112,138
104,118
159,165
52,61
72,166
81,124
124,165
118,138
109,126
58,148
50,163
50,167
63,79
166,171
109,163
158,163
91,127
81,118
61,91
72,99
63,163
90,135
104,158
73,124
118,136
97,133
133,158
50,90
61,148
109,112
119,172
72,122
133,148
99,126
53,166
148,158
109,171
50,61
99,120
61,166
75,109
50,162
128,172
91,167
136,167
133,161
159,161
75,171
81,136
75,148
104,136
128,169
72,135
159,171
93,162
56,148
120,136
63,118
104,118
72,109
63,161
56,172
52,162
79,136
112,161
58,93
79,164
99,160
148,165
50,166
91,158
51,164
50,165
81,158
75,161
53,162
51,99
90,168
91,104
166,168
51,138
51,126
90,104
163,169
138,166
75,166
53,79
119,136
112,168
81,172
104,162
61,163
112,164
56,90
126,166
99,163
118,120
128,161
148,159
75,90
126,141
161,168
58,109
169,172
93,104
119,135
56,79
134,141
81,135
120,160
135,159
128,172
79,141
118,133
75,165
58,109
169,171
126,162
90,159
81,163
91,161
81,168
136,163
126,171
75,122
97,164
126,158
72,167
120,160
93,128
109,171
81,167
138,167
61,91
58,133
56,122
72,163
51,162
120,165
52,136
73,126
109,159
58,167
127,168
56,166
53,122
81,93
93,161
63,168
58,93
126,127
134,136
81,159
133,134
161,162
81,164
63,118
133,172
134,171
120,124
120,165
158,169
52,124
127,141
73,165
138,171
133,163
61,148
50,163
50,52
158,172
128,138
81,138
160,167
135,164
134,166
126,169
120,158
128,169
127,138
135,169
52,91
61,90
126,159
81,169
73,169
120,165
90,93
135,138
81,172
63,172
51,126
127,161
53,134
91,138
52,148
75,90
99,165
51,148
112,120
72,97
112,122
79,171
118,168
79,160
79,134
160,171
126,165
118,171
138,166
58,81
126,169
52,160
51,118
52,73
61,90
53,141
97,162
99,118
166,171
141,159
52,162
126,172
148,171
58,124
135,161
63,99
75,97
51,136
128,159
53,134
56,126
63,79
118,135
128,168
75,159
61,91
79,118
61,112
128,167
122,135
63,161
56,167
51,169
122,163
126,161
148,164
109,168
104,141
72,91
91,104
56,161
126,166
90,109
56,81
160,167
159,160
58,109
122,162
56,79
63,165
63,124
104,133
161,171
136,164
52,158
72,99
109,135
63,81
56,79
79,165
63,135
90,136
52,165
75,109
122,128
61,99
133,160
91,158
120,165
135,165
136,159
119,167
72,109
58,172
81,168
97,160
124,158
97,118
61,136
118,158
52,171
58,93
159,168
56,169
118,165
53,109
99,126
51,134
63,99
63,160
112,167
51,119
165,172
99,172
79,136
148,162
61,91
160,169
73,126
52,93
148,167
73,90
63,118
119,171
79,118
75,162
158,161
97,164
118,138
126,135
159,167
51,79
135,171
165,169
138,158
73,93
61,159
124,163
63,159
79,166
63,164
50,81
120,136
91,109
51,118
58,172
79,160
56,72
72,148
63,79
167,172
119,167
119,128
63,166
63,73
75,141
126,171
134,168
122,172
63,167
61,124
56,90
133,141
61,169
133,167
124,163
128,158
119,134
73,81
119,158
75,79
135,158
61,93
166,168
90,91
52,148
112,134
73,148
93,112
93,99
112,135
119,135
93,161
136,159
93,126
93,163
81,168
52,91
56,81
73,99
138,164
91,119
50,72
52,160
73,168
50,119
126,128
73,162
159,166
91,127
72,172
120,165
163,164
75,127
97,167
79,162
50,135
163,167
53,58
128,138
133,136
134,136
120,160
81,120
90,133
122,134
73,119
109,148
72,119
99,163
61,97
158,161
164,169
91,99
109,127
58,134
118,128
58,81
73,79
148,162
158,172
91,120
128,166
61,124
112,169
56,172
104,126
56,90
72,75
56,168
120,167
75,133
119,158
56,91
99,133
73,128
58,72
128,164
79,93
50,161
50,165
120,148
134,160
73,81
141,169
90,119
50,79
97,122
51,141
136,166
63,75
63,109
50,91
72,138
93,112
56,136
61,104
93,133
122,158
61,166
90,97
63,172
120,158
90,99
90,135
51,163
120,163
99,119
91,119
72,160
91,166
51,133
51,120
50,52
51,159
52,128
63,133
119,126
75,118
79,164
134,169
93,141
56,164
122,135
79,171
50,109
73,168
81,118
93,127
56,90
136,164
52,112
61,138
72,79
73,124
97,104
51,119
81,93
128,161
136,172
75,164
63,126
104,171
52,58
164,171
72,159
120,167
128,166
72,138
165,167
79,127
99,127
63,165
56,159
97,165
161,165
79,158
124,168
148,165
90,169
75,99
63,169
81,122
51,160
61,81
63,127
56,171
58,160
75,119
99,158
51,162
75,99
81,120
51,53
72,93
128,158
126,128
124,133
73,99
122,168
134,165
51,160
120,171
158,160
127,162
51,118
72,128
122,165
75,136
58,90
120,163
91,162
56,158
109,120
75,167
97,127
118,133
90,122
109,161
58,148
50,97
72,104
122,161
58,127
52,166
138,159
119,164
97,133
97,118
58,73
56,104
73,79
52,169
51,61
58,122
52,104
51,58
81,165
134,166
97,164
120,172
128,141
126,171
104,109
58,161
118,134
97,126
81,128
97,148
127,165
118,171
53,172
91,136
120,162
79,166
93,136
73,104
61,99
63,112
53,164
58,119
52,127
120,171
99,138
97,99
141,158
58,133
75,112
61,159
109,148
53,163
52,122
52,166
158,167
97,112
79,135
133,159
109,128
126,169
50,72
90,171
61,128
134,136
58,158
119,135
53,136
126,148
148,161
73,104
118,136
159,171
112,158
112,136
118,128
61,63
104,166
119,124
93,159
72,122
135,158
104,118
120,127
166,169
104,167
50,81
52,135
75,163
104,126
58,148
104,158
118,161
138,167
56,79
52,169
63,171
53,122
61,160
56,134
119,165
90,124
119,134
90,124
52,81
133,161
51,120
160,172
127,166
73,166
109,172
158,168
53,56
104,138
91,138
126,164
52,161
119,162
53,122
72,135
112,164
138,167
97,118
165,171
93,148
50,168
58,61
120,166
58,171
75,128
50,126
51,169
159,171
136,169
135,141
109,166
58,75
127,128
99,133
158,164
99,169
63,119
93,164
61,164
93,133
53,128
53,124
50,128
99,167
158,168
163,167
61,168
136,141
90,118
93,109
50,168
90,118
51,158
119,165
72,122
93,128
58,133
91,164
81,168
58,138
51,56
63,134
119,136
93,119
138,165
79,138
51,52
72,171
51,172
52,118
56,161
136,168
126,128
53,165
104,169
61,91
158,161
122,160
56,163
72,126
118,126
72,93
79,127
61,128
90,164
118,135
104,166
72,120
51,160
99,141
133,158
158,163
81,165
50,81
90,136
118,124
50,56
63,133
50,79
90,148
136,161
56,81
148,171
50,138
138,159
138,158
52,79
79,166
126,133
73,120
81,112
61,63
126,169
97,141
109,166
72,126
91,122
118,122
50,52
81,171
58,165
122,128
58,104
52,164
138,159
90,163
126,159
81,109
134,166
50,97
61,164
122,164
138,161
112,119
51,172
51,93
63,128
118,168
79,138
93,172
52,109
109,134
133,168
128,162
72,90
119,126
119,133
99,122
63,148
126,138
90,163
122,164
158,159
124,159
53,135
61,79
50,90
75,169
135,159
135,171
122,163
73,93
58,99
75,91
72,109
50,168
166,167
120,168
109,159
50,135
90,168
79,159
63,99
61,109
50,99
127,168
93,126
126,133
73,134
56,168
165,172
133,168
56,128
58,124
126,135
79,148
104,112
97,120
165,171
158,167
81,148
158,165
127,161
56,126
63,167
104,158
58,128
124,166
56,118
99,134
122,124
163,164
79,127
124,160
118,169
128,135
52,75
148,169
72,81
56,163
58,75
148,167
97,119
56,72
52,81
90,99
97,136
53,97
135,161
56,128
52,135
136,138
135,168
99,160
73,109
141,160
56,172
161,171
72,134
51,126
61,158
50,166
133,172
159,162
52,127
79,90
109,119
127,161
81,122
127,163
79,122
56,160
53,128
53,58
122,126
133,163
124,159
51,158
104,126
51,127
56,99
118,168
63,90
63,171
138,167
63,118
81,164
53,75
109,119
61,169
127,167
126,169
133,161
79,169
75,91
120,122
63,161
120,133
158,166
53,122
51,171
120,165
61,118
79,93
136,138
126,165
51,160
90,162
135,136
168,172
159,163
56,136
91,127
127,160
90,161
52,126
53,81
93,164
61,163
99,119
79,104
112,138
50,53
112,138
56,169
120,136
133,172
61,119
112,118
104,160
81,99
104,165
50,171
73,158
135,159
122,168
56,159
50,52
93,109
73,166
119,128
50,104
119,133
99,120
52,75
50,171
119,138
53,148
56,127
135,164
72,169
126,163
148,158
141,167
58,162
63,161
81,138
90,136
112,127
53,167
104,124
79,172
97,158
79,120
72,122
51,119
158,165
51,167
134,162
91,172
79,165
58,138
63,134
120,148
51,56
133,141
51,166
75,162
52,168
53,119
97,168
104,120
50,63
165,172
61,163
93,124
126,134
165,168
109,165
133,161
75,161
93,124
91,158
52,136
138,160
127,161
120,122
63,169
81,165
50,58
52,135
79,141
124,134
122,164
51,120
104,159
122,162
